customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
R_2wa767qZnAcAlnD,436,11,222.12,1,2,2,5,At Risk
R_2wagDt0ZaSu1p8q,166,36,1673.45,4,4,4,12,Champions
R_2wghBbUyFZDP09O,221,6,111.19,3,2,1,6,At Risk
R_2wgkavEdhrRlvNM,202,95,2343.46,3,4,4,11,Champions
R_2wi68bkschMNtqr,813,5,169.22,1,1,2,4,Lapsed
R_2wmCdm6ETy6g3k0,169,18,659.84,4,3,4,11,Champions
R_2wmLE1q4FIpfioi,124,95,1682.83,4,4,4,12,Champions
R_2wmLFQjrvMKTYQX,673,8,134.18,1,2,2,5,At Risk
R_2wnVOR2xXwg3WyF,120,16,422.28000000000003,4,3,3,10,Champions
R_2woyYEH5qlAG264,188,6,71.53,4,2,1,7,Loyal
R_2wpJ0XbROzKmDK2,236,75,3241.06,3,4,4,11,Champions
R_2wsEjZPqLx1a09x,481,10,37.760000000000005,1,2,1,4,Lapsed
R_2wsgO78uo2UaxT6,189,62,898.45,4,4,4,12,Champions
R_2wsihriTqG6n6Sj,426,9,165.03,1,2,2,5,At Risk
R_2wtVmKidhQR0wju,135,37,1278.36,4,4,4,12,Champions
R_2wvn7UpDyXY3j9L,1419,2,36.650000000000006,1,1,1,3,Lapsed
R_2wzatCV9Z18xLF2,244,59,809.68,3,4,4,11,Champions
R_2wzg5iAnEyFC9zz,199,13,226.1,3,2,2,7,Loyal
R_2xDzDQvZyabirUt,245,20,467.99,3,3,3,9,Loyal
R_2xFa0iWaNoBKsmC,435,20,529.11,1,3,3,7,Loyal
R_2xK6jrLgatky4Bp,357,17,340.03,2,3,3,8,Loyal
R_2xL72Ej7Q0oyU5W,230,13,631.99,3,2,3,8,Loyal
R_2xLEC9nd2M1jiu6,297,24,585.25,2,3,3,8,Loyal
R_2xLvxRKX2448l9k,256,19,649.54,2,3,3,8,Loyal
R_2xMjaU2mfHWIU1z,723,4,71.25999999999999,1,1,1,3,Lapsed
R_2xMobch64onIeYO,138,21,640.0600000000001,4,3,3,10,Champions
R_2xPnZcxP6mIbWhP,830,3,38.120000000000005,1,1,1,3,Lapsed
R_2xQp0siO6hwdLKh,144,30,322.08,4,4,3,11,Champions
R_2xSi1OCICve9fY6,1,17,290.53,4,3,2,9,Loyal
R_2xSjiTunCwEVMUH,511,7,156.91,1,2,2,5,At Risk
R_2xUWWDmNfdm90uH,151,5,90.98,4,1,1,6,At Risk
R_2xVNXylGNDbivoc,280,14,347.99,2,3,3,8,Loyal
R_2xVlLbbkS1YPjik,473,5,72.92999999999999,1,1,1,3,Lapsed
R_2xVmud9WAVwlMuw,134,9,138.39,4,2,2,8,Loyal
R_2xXeQ85UmTBGxcQ,235,7,141.86,3,2,2,7,Loyal
R_2xxEyjhELW9C6aW,217,83,2255.51,3,4,4,11,Champions
R_2xxHhqsqQKbMBSQ,174,8,150.41,4,2,2,8,Loyal
R_2xxvsVGQ2kSdXpV,116,14,138.66,4,3,2,9,Loyal
R_2xzV9JURz5h1wdv,218,2,46.86,3,1,1,5,At Risk
R_2xzc7JBNEgYNAqY,126,57,1341.45,4,4,4,12,Champions
R_2y1MJdiEIHh766D,233,79,2177.24,3,4,4,11,Champions
R_2y3gu6t87ClzJG6,197,8,185.84,3,2,2,7,Loyal
R_2y47f0OMWqlHGi4,252,5,80.78,3,1,1,5,At Risk
R_2y7p58Cp5veeRa6,117,36,1008.2099999999999,4,4,4,12,Champions
R_2y8edrQ8p3nRu8v,186,53,620.45,4,4,3,11,Champions
R_2y9JhY7Sfdozn6l,269,7,119.1,2,2,1,5,At Risk
R_2y9PcIxPBtYiYWN,328,12,303.99,2,2,2,6,At Risk
R_2yaoRp2ppYTA5oe,337,20,647.9,2,3,3,8,Loyal
R_2yeAMKzAkQCd3nW,291,9,282.91,2,2,2,6,At Risk
R_2yf8WeqtV2UO5SE,309,19,669.8,2,3,4,9,Loyal
R_2ygdFv2BO8JcFgT,264,25,379.65,2,3,3,8,Loyal
R_2yjckpDXWcsiLPz,148,58,1012.71,4,4,4,12,Champions
R_2ylSbd8k18avYSm,230,55,1164.03,3,4,4,11,Champions
R_2yme87wMCEU528h,203,15,222.21,3,3,2,8,Loyal
R_2ymfqbLW0tRc3no,829,3,78.84,1,1,1,3,Lapsed
R_2ypE6JHF6y85DwX,157,9,175.87,4,2,2,8,Loyal
R_2yplkUxhAWZaFUL,122,112,2200.12,4,4,4,12,Champions
R_2yq5wu0zOhPN1Vj,536,8,122.82000000000001,1,2,2,5,At Risk
R_2yqk9HbGBdHIe2M,323,19,430.32,2,3,3,8,Loyal
R_2ysGPQkluBNjsAX,1000,2,34.79,1,1,1,3,Lapsed
R_2z5SzAhTBlLEuu2,580,6,59.61,1,2,1,4,Lapsed
R_2z6ASEYEd1PP5Hu,160,16,656.46,4,3,3,10,Champions
R_2z6CfD8uNaRHIj6,595,2,55.48,1,1,1,3,Lapsed
R_2z6HVYTxer7XO12,192,25,374.21999999999997,4,3,3,10,Champions
R_2z6LiVVvQldVrWh,194,31,675.04,4,4,4,12,Champions
R_2z6pmWToR0TLYk2,455,17,329.15000000000003,1,3,3,7,Loyal
R_2z7rLZb69WuqDdf,135,159,3490.85,4,4,4,12,Champions
R_2z8yiBMflqyv62J,173,26,575.83,4,3,3,10,Champions
R_2z92A8GULLlSeMS,308,16,526.25,2,3,3,8,Loyal
R_2zA3rxZzRWZ8ufq,127,11,164.96,4,2,2,8,Loyal
R_2zAOD6IbPzXuthy,424,20,503.37,1,3,3,7,Loyal
R_2zARigFdY655hAS,240,23,199.62,3,3,2,8,Loyal
R_2zC8AbBh1e5CVcK,328,16,385.28,2,3,3,8,Loyal
R_2zCmQhJtrw3xBtV,170,31,798.16,4,4,4,12,Champions
R_2zD58KSXqhHfp5e,262,19,486.32,2,3,3,8,Loyal
R_2zGs5827faHHXFy,196,9,160.01999999999998,4,2,2,8,Loyal
R_2zGy2Qj3ENruAYs,168,14,297.24,4,3,2,9,Loyal
R_2zMAiLMp7ySjdto,565,15,305.57,1,3,3,7,Loyal
R_2zMUSIO7EjyAEVO,240,13,179.44,3,2,2,7,Loyal
R_2zMhh48pxUCJZoH,247,76,1196.11,3,4,4,11,Champions
R_2zNpJuWE3ykIlGh,595,6,120.99,1,2,1,4,Lapsed
R_2zRSCnBFbSgJpKM,254,24,716.9,2,3,4,9,Loyal
R_2zSlTKG9lhZH3r9,368,3,47.48,2,1,1,4,Lapsed
R_2zTPKZY5tEQjsWK,1003,7,128.71,1,2,2,5,At Risk
R_2zUBXlqUCKqKDVI,830,6,66.52,1,2,1,4,Lapsed
R_2zYlXrEjCOJLRDn,263,8,446.02,2,2,3,7,Loyal
R_2zZ7CfEvq7LOq8p,253,18,326.46,2,3,3,8,Loyal
R_2zZILpCYQulMji3,362,2,46.99,2,1,1,4,Lapsed
R_2zZmPKa2kMT70qa,300,10,98.75,2,2,1,5,At Risk
R_2zbtlm4SjXPnwlE,1075,2,17.939999999999998,1,1,1,3,Lapsed
R_2zd20eKHRd12Xxg,226,8,227.60999999999999,3,2,2,7,Loyal
R_2ze9t15YGQDJxR3,136,55,1530.8899999999999,4,4,4,12,Champions
R_2zeSozQQvO6m4Fm,653,2,12.38,1,1,1,3,Lapsed
R_2zeg77xLv8vJ8zA,366,19,184.21,2,3,2,7,Loyal
R_2zejCqxwLOr7Mrm,330,37,865.23,2,4,4,10,Champions
R_2zl2FPoC5r6TsM6,576,13,375.98,1,2,3,6,At Risk
R_2zol9Fedci2Wv0e,126,55,1710.24,4,4,4,12,Champions
R_2zr4KMH1ZQNAU3v,891,1,6.99,1,1,1,3,Lapsed
R_2zubfTxgRkZA9w0,275,2,342.1,2,1,3,6,At Risk
R_2zvZKc3RU96nsC7,637,1,8.0,1,1,1,3,Lapsed
R_2zvyQAbu6BlFQnr,1562,2,26.0,1,1,1,3,Lapsed
R_2zvyVVCgWFeImSg,575,8,117.78999999999999,1,2,1,4,Lapsed
R_2zx5hsFmHCVMOGL,162,30,328.03,4,4,3,11,Champions
R_2zx8WHXVF7bHyh3,211,10,287.51,3,2,2,7,Loyal
R_2zzG1u6pYDToyGD,230,42,717.85,3,4,4,11,Champions
R_3006iqWvyrARyM5,280,15,261.46,2,3,2,7,Loyal
R_301MA8iy9GwvVOe,210,33,730.12,3,4,4,11,Champions
R_301qJ8vhV7FSEct,293,67,1428.5,2,4,4,10,Champions
R_301uq7vv7YTe7qQ,115,68,1962.93,4,4,4,12,Champions
R_302AcGuMBj1CfHU,230,21,359.41,3,3,3,9,Loyal
R_305VVV56lf01p3o,726,3,277.97,1,1,2,4,Lapsed
R_30608xSlGTOqDvx,143,14,554.0600000000001,4,3,3,10,Champions
R_307d5XTXx5NlkaJ,370,16,197.78,2,3,2,7,Loyal
R_3093m6Spz9VzxAK,167,24,548.48,4,3,3,10,Champions
R_30c1vms6gPrbbL0,1741,1,2.53,1,1,1,3,Lapsed
R_30f0gTKJr78YCy4,252,31,758.51,3,4,4,11,Champions
R_30hR3b94UKIqg2m,462,3,41.269999999999996,1,1,1,3,Lapsed
R_30i8wBqfAJYMNTm,1055,12,190.52,1,2,2,5,At Risk
R_30kPg5opkenrGPb,201,15,177.75,3,3,2,8,Loyal
R_30kkZEiDILgMfhw,253,16,287.16,2,3,2,7,Loyal
R_30kp7Wf9aTgpeIN,215,13,435.63,3,2,3,8,Loyal
R_30pEbdralSJ73wd,1179,1,23.25,1,1,1,3,Lapsed
R_30pLPRle51eRImG,204,13,350.87,3,2,3,8,Loyal
R_30qTlKzhdIqtgiz,355,18,428.05,2,3,3,8,Loyal
R_30tKJbqPUb129Xp,252,21,509.5,3,3,3,9,Loyal
R_30tLi6WqLJxToYS,358,16,239.29999999999998,2,3,2,7,Loyal
R_30uDhrRCQ3lqTNE,121,12,218.92,4,2,2,8,Loyal
R_30v4IsTwlZaxIiR,275,7,105.18,2,2,1,5,At Risk
R_30v53X5idQpo8kP,312,5,90.83,2,1,1,4,Lapsed
R_31A7MK65zEMwnkX,230,36,888.51,3,4,4,11,Champions
R_31ADYMez64zKe2X,487,42,301.86,1,4,2,7,Loyal
R_31AjH2FjeqAWfhJ,685,1,7.95,1,1,1,3,Lapsed
R_31EHJndIjqp0OfR,146,19,311.51,4,3,3,10,Champions
R_31FBFlPtMYUheEy,871,4,40.83,1,1,1,3,Lapsed
R_31FUiVVyxB6Pb8P,1296,1,4.64,1,1,1,3,Lapsed
R_31GkUpaQZYLfUiX,419,4,54.97,1,1,1,3,Lapsed
R_31Gm2oRfrW02nxH,280,3,77.93,2,1,1,4,Lapsed
R_31H0ZuIQdkAa8US,224,7,154.39000000000001,3,2,2,7,Loyal
R_31H6YJSlzVQBcEQ,197,5,144.16,3,1,2,6,At Risk
R_31LAZHcaNHPvu3z,124,26,687.51,4,3,4,11,Champions
R_31LYkoXpSf1q0Ne,351,20,323.63,2,3,3,8,Loyal
R_31LyI2lVjeZ7OVi,949,4,111.88000000000001,1,1,1,3,Lapsed
R_31MM5x1bJX2MWTy,182,10,110.03,4,2,1,7,Loyal
R_31MddZPuw2VomsN,244,23,371.85,3,3,3,9,Loyal
R_31MkP4NtvpSj05l,784,8,89.35,1,2,1,4,Lapsed
R_31MoRcfEFe73eTY,161,17,113.89,4,3,1,8,Loyal
R_31MyYMIGA4jTZAZ,766,8,195.99,1,2,2,5,At Risk
R_31N44qfBa7196dC,120,8,295.71000000000004,4,2,2,8,Loyal
R_31QS1Ms6iQEU3mI,116,38,935.03,4,4,4,12,Champions
R_31SNC0DcyjBDcq3,109,33,648.63,4,4,3,11,Champions
R_31T8fMuMzphe1sL,139,14,457.26,4,3,3,10,Champions
R_31TT07OYtzrqP5L,266,1,16.0,2,1,1,4,Lapsed
R_31TT1wA5qLC8jaX,242,9,267.25,3,2,2,7,Loyal
R_31WVVx6GX4RkBkW,1505,1,16.99,1,1,1,3,Lapsed
R_31XAIkcT4o6ACp7,212,22,391.09,3,3,3,9,Loyal
R_31XTJUT1qHoBGRZ,115,19,330.03999999999996,4,3,3,10,Champions
R_31XdA1XZzbQOlxU,363,9,542.73,2,2,3,7,Loyal
R_31Z3z6I4AfFqgF4,187,1,5.99,4,1,1,6,At Risk
R_31ZxYxyOSie94bK,183,52,840.92,4,4,4,12,Champions
R_31aclNgWw4mxrPd,132,10,171.41,4,2,2,8,Loyal
R_31bj3K9VrF3xiPE,194,38,536.77,4,4,3,11,Champions
R_31crBZxAsgey3bN,426,3,134.37,1,1,2,4,Lapsed
R_31g6yAJwsmIpVPR,220,11,86.63,3,2,1,6,At Risk
R_31gUuqxSkTAfMPg,248,10,217.37,3,2,2,7,Loyal
R_31hZPGWuIvYTHZ9,217,40,746.3299999999999,3,4,4,11,Champions
R_31hpjsH6qTrIyHn,235,28,457.09999999999997,3,4,3,10,Champions
R_31i2GAL8OJZdUqq,236,22,549.48,3,3,3,9,Loyal
R_31ixLIfyf3xt0RM,126,21,298.40999999999997,4,3,2,9,Loyal
R_31n2MLk9w05iLzN,371,37,548.27,2,4,3,9,Loyal
R_31nNPxjCXdDYRGk,203,40,785.42,3,4,4,11,Champions
R_31ow00zD9f3PW6B,903,2,84.99,1,1,1,3,Lapsed
R_31pjiIS2z0L0g9l,278,13,163.32999999999998,2,2,2,6,At Risk
R_31uVvT36jk3wlHm,141,7,101.39999999999999,4,2,1,7,Loyal
R_31vHYfmUkFAL7sQ,1314,3,29.900000000000002,1,1,1,3,Lapsed
R_31yHIoibb7WLDGS,143,8,128.35,4,2,2,8,Loyal
R_31ycQ8SiOEF1cUN,127,23,1092.31,4,3,4,11,Champions
R_322sl9lkckDZD5Y,209,5,126.91,3,1,2,6,At Risk
R_322ypxoVpttDXD8,194,13,345.76,4,2,3,9,Loyal
R_322zF0kzv61DYRl,252,9,199.04,3,2,2,7,Loyal
R_323eLlTqyrDLgr3,211,7,211.75,3,2,2,7,Loyal
R_325B8uB2XOflUvO,125,18,254.28,4,3,2,9,Loyal
R_325wNEypLBLRTf7,138,36,727.78,4,4,4,12,Champions
R_325wPQDFbzpv3zZ,108,41,1040.68,4,4,4,12,Champions
R_32LAHRoBCbjkYZj,186,13,206.43,4,2,2,8,Loyal
R_32LB3ZSknwfpFp4,120,27,906.18,4,3,4,11,Champions
R_32LYdapPvjP8C3O,133,3,225.74,4,1,2,7,Loyal
R_32MgYCncUh7NkQE,110,37,635.03,4,4,3,11,Champions
R_32Mm71oAJq2K9XK,118,147,4034.43,4,4,4,12,Champions
R_32PFJILCpebqj2I,251,49,992.59,3,4,4,11,Champions
R_32QlciqXM5GfpTX,589,2,20.98,1,1,1,3,Lapsed
R_32R69KRWIzuH9Im,121,48,1029.01,4,4,4,12,Champions
R_32RSCpvF0PqDFBp,145,55,733.63,4,4,4,12,Champions
R_32UZncFA03IrQwQ,122,153,3756.8199999999997,4,4,4,12,Champions
R_32VcKmw1biSyknq,188,22,371.14,4,3,3,10,Champions
R_32VlHVeRo7xTWsZ,205,5,204.75,3,1,2,6,At Risk
R_32WrYe9Z7XWF8FL,455,31,752.74,1,4,4,9,Loyal
R_32Wsk7ziaut6JrW,830,11,288.44,1,2,2,5,At Risk
R_32WvdLjYpicai6o,534,16,491.26,1,3,3,7,Loyal
R_32XC8AoellfuKcc,225,12,604.35,3,2,3,8,Loyal
R_32XTYcliABMiwNT,139,3,117.07,4,1,1,6,At Risk
R_32XV91fRt8ME5SE,236,7,186.38,3,2,2,7,Loyal
R_3315jeTD7rOEiLV,391,16,791.74,2,3,4,9,Loyal
R_331IZVCzZJ6jtKT,116,5,48.31,4,1,1,6,At Risk
R_331r8PPvTyqKSoh,134,20,428.88,4,3,3,10,Champions
R_3339NQMzeTisk3b,234,7,87.53999999999999,3,2,1,6,At Risk
R_333cPUAJRgYXqi1,150,46,953.54,4,4,4,12,Champions
R_336WhTDSFkAvY2i,657,8,312.15,1,2,3,6,At Risk
R_337tSdhyvzT1Fhc,161,15,355.95,4,3,3,10,Champions
R_338AsE7QedeQ72w,264,32,464.09,2,4,3,9,Loyal
R_339iXVPjwR19zGl,199,4,219.96,3,1,2,6,At Risk
R_33CMoshOPscuZoK,369,3,73.84,2,1,1,4,Lapsed
R_33D74iAbniyvdKD,1087,1,33.97,1,1,1,3,Lapsed
R_33DpUkKukzoZhXa,357,5,71.19,2,1,1,4,Lapsed
R_33Dw8oXaXrUFCue,268,43,892.43,2,4,4,10,Champions
R_33El0GX9AkXCVDU,197,22,350.96,3,3,3,9,Loyal
R_33a2eGfoj5xSrE2,181,29,561.44,4,4,3,11,Champions
R_33a4MA36qbvE9o4,238,14,432.1,3,3,3,9,Loyal
R_33akCFp4vDEVENx,230,24,455.46,3,3,3,9,Loyal
R_33atELTxJdUP4T3,234,6,54.879999999999995,3,2,1,6,At Risk
R_33d7M6Nr0oXVk6w,232,67,2266.98,3,4,4,11,Champions
R_33dqPtsX8lDC3nH,800,7,101.73,1,2,1,4,Lapsed
R_33dxSOlpYwYOjFE,126,30,630.04,4,4,3,11,Champions
R_33e7mSbpjZVKW82,701,12,268.9,1,2,2,5,At Risk
R_33efXSVVGfbtXGm,399,6,76.69,1,2,1,4,Lapsed
R_33fh0DWssIsKwpU,723,15,168.92,1,3,2,6,At Risk
R_33fmWkZdbFSdAqe,729,6,208.92,1,2,2,5,At Risk
R_33gqD4zbwgtDhQC,228,30,784.01,3,4,4,11,Champions
R_33gtHIhwfU2ZloY,328,15,264.58,2,3,2,7,Loyal
R_33jcUkAZ8knoq82,126,59,976.09,4,4,4,12,Champions
R_33kXOnRQaZX4laR,1670,1,9.99,1,1,1,3,Lapsed
R_33kcOqAkuOfPeI1,184,19,645.8,4,3,3,10,Champions
R_33kfPoabdOCxwub,349,13,496.26,2,2,3,7,Loyal
R_33lsJEmPv7wPank,380,7,78.78999999999999,2,2,1,5,At Risk
R_33m7KkdGBd1FBPD,1643,3,61.82,1,1,1,3,Lapsed
R_33peF2pSQ188ZAJ,302,4,175.93,2,1,2,5,At Risk
R_33qcWNizw7jG3fK,194,3,52.03,4,1,1,6,At Risk
R_33wIkzVNIsCTsW7,191,5,55.87,4,1,1,6,At Risk
R_33xxVtjHgiJnNli,729,5,376.42,1,1,3,5,At Risk
R_33yyu45asYf9lJ3,760,1,11.23,1,1,1,3,Lapsed
R_39HhVszlqdawZPP,280,38,665.47,2,4,4,10,Champions
R_39P0jt8uXhs48lb,710,8,122.63,1,2,2,5,At Risk
R_3BOSxrIzMJ4BpSh,403,13,279.27,1,2,2,5,At Risk
R_3C9mWQweEu6HA2J,1133,17,203.41,1,3,2,6,At Risk
R_3CATeNn9pwYX3bv,319,32,270.55,2,4,2,8,Loyal
R_3CBjLbyUvLMsiJP,201,17,321.31,3,3,3,9,Loyal
R_3CD6TeMBrOUiEmu,333,6,77.88,2,2,1,5,At Risk
R_3CH1YiBOUKEpwDw,327,17,220.85999999999999,2,3,2,7,Loyal
R_3CIrjNnjZFOVvWu,375,33,448.75,2,4,3,9,Loyal
R_3CKmnc9zwNPauw5,146,23,562.64,4,3,3,10,Champions
R_3COt7hTo2LLI6He,487,5,90.75999999999999,1,1,1,3,Lapsed
R_3CPK4Ao6WTnMD7n,442,6,134.03,1,2,2,5,At Risk
R_3CTPkeduw6soOUM,516,1,25.0,1,1,1,3,Lapsed
R_3CTqIaRKgDuGP1L,256,5,112.41,2,1,1,4,Lapsed
R_3CUBiXKNjzw5DhV,805,1,29.43,1,1,1,3,Lapsed
R_3CUfonTy5lAHkv2,1103,15,352.76,1,3,3,7,Loyal
R_3CVMAH13SNAWjLZ,230,14,388.72,3,3,3,9,Loyal
R_3CZ8DrIEalrYlgu,299,5,64.32,2,1,1,4,Lapsed
R_3CZ8EscoSE4qqLu,939,2,86.3,1,1,1,3,Lapsed
R_3CZBHYSzEZSu8yb,163,13,257.26,4,2,2,8,Loyal
R_3Cz2YHvu6adMgQp,156,13,214.9,4,2,2,8,Loyal
R_3D0FIkesMnTGsnm,148,37,855.84,4,4,4,12,Champions
R_3D1OqGz1QgTobzj,174,16,263.6,4,3,2,9,Loyal
R_3D624pTJqKkE6ko,499,21,516.69,1,3,3,7,Loyal
R_3D7xJuXSy25PXbg,114,25,546.1,4,3,3,10,Champions
R_3D8fwycJF7eksBo,191,33,1004.91,4,4,4,12,Champions
R_3D8iU1uWpKiBsrI,243,11,429.11,3,2,3,8,Loyal
R_3D8tZyjLz903WIf,219,8,195.39,3,2,2,7,Loyal
R_3DTHzBWuB6iePzb,690,5,86.45,1,1,1,3,Lapsed
R_3Dbw2bzDMkmC4Kt,230,24,629.49,3,3,3,9,Loyal
R_3DdKCo2XOGU4KOT,228,42,415.75,3,4,3,10,Champions
R_3DdbPgFadLDrK7U,209,18,404.0,3,3,3,9,Loyal
R_3Ddx3PF1GsBUbzX,225,47,1270.2,3,4,4,11,Champions
R_3DdxQK745EEWMzm,229,9,217.35,3,2,2,7,Loyal
R_3Dh96T8BVc7DG0Q,135,3,89.97999999999999,4,1,1,6,At Risk
R_3DkfpeA5lhL0kXq,383,25,435.84999999999997,2,3,3,8,Loyal
R_3DkircP5jOIPPz3,346,11,187.47,2,2,2,6,At Risk
R_3Dkj7WCrUKoBPHe,402,7,84.32,1,2,1,4,Lapsed
R_3DkmDzFowAbQ5vl,222,66,1789.43,3,4,4,11,Champions
R_3DpwSHZQO8nhZy6,1265,2,39.8,1,1,1,3,Lapsed
R_3DqB7pyNczSugtj,148,27,433.53999999999996,4,3,3,10,Champions
R_3DqnvnWvqgEZVbO,195,3,52.970000000000006,4,1,1,6,At Risk
R_3DteNZbN9pZ6q6A,219,14,279.02,3,3,2,8,Loyal
R_3Dvf2b14COFZe0A,236,73,2080.93,3,4,4,11,Champions
R_3EEZcujUuRoad1F,219,5,388.29999999999995,3,1,3,7,Loyal
R_3EEesqalY2T8Gdm,1643,1,29.99,1,1,1,3,Lapsed
R_3EEkdVDJ2YHiSOj,272,20,231.18,2,3,2,7,Loyal
R_3EF2sOVmTNA4e3u,150,18,595.61,4,3,3,10,Champions
R_3EF584Zf9pAwkir,302,15,350.53,2,3,3,8,Loyal
R_3EFsFPjORsZZZn5,285,70,1800.99,2,4,4,10,Champions
R_3EG2lAmDB5qrmUO,1055,4,23.58,1,1,1,3,Lapsed
R_3EGvqUR9TZQYcPc,232,11,135.26,3,2,2,7,Loyal
R_3EKDuh477LRPL0t,123,29,516.68,4,4,3,11,Champions
R_3EKbufgfGp0iJqN,772,6,142.37,1,2,2,5,At Risk
R_3EMSI0TXB7sUjN4,222,14,327.08,3,3,3,9,Loyal
R_3EMaONYGibovcxQ,134,24,393.5,4,3,3,10,Champions
R_3EMd7qNpZzBTfeI,851,4,49.739999999999995,1,1,1,3,Lapsed
R_3EPPQDreWBHrYIN,164,13,317.0,4,2,3,9,Loyal
R_3EPQZIIC10dWrjT,1166,5,83.19,1,1,1,3,Lapsed
R_3EQ2dhEXGhy72Xx,131,35,943.39,4,4,4,12,Champions
R_3EQJpaOtt2aP8HS,337,38,877.31,2,4,4,10,Champions
R_3ESEXAc9qI9Kwvu,240,22,598.71,3,3,3,9,Loyal
R_3ESuELdvO5mTjxj,149,10,304.18,4,2,2,8,Loyal
R_3EVY4NsMzRR1v2S,239,50,1518.19,3,4,4,11,Champions
R_3EWk755Ir7OPrZ4,257,49,1043.2,2,4,4,10,Champions
R_3EWpU9jtvio82ZW,426,26,930.33,1,3,4,8,Loyal
R_3EYYSAYh5CMwpuM,504,5,314.83,1,1,3,5,At Risk
R_3EYhs6sdztDRTgU,208,7,211.72,3,2,2,7,Loyal
R_3EZrxwI9XaH5BwK,525,2,37.239999999999995,1,1,1,3,Lapsed
R_3EaRonpJ9uBZjbf,138,79,1640.4,4,4,4,12,Champions
R_3Ebh099lpNz7iC2,203,15,216.13,3,3,2,8,Loyal
R_3EbttwlSceKvWpl,111,19,443.58,4,3,3,10,Champions
R_3EfGwTEabmoSRVI,205,10,193.95,3,2,2,7,Loyal
R_3EgIvf4lJXZKbGr,162,8,161.24,4,2,2,8,Loyal
R_3EhR0fMrUnhxkXq,241,43,173.23,3,4,2,9,Loyal
R_3EiC7G3wrw70mky,1481,1,13.38,1,1,1,3,Lapsed
R_3Ej8bcREI0F3eu5,216,25,310.26,3,3,3,9,Loyal
R_3EjukyESzOBwlP3,282,22,418.51,2,3,3,8,Loyal
R_3ElHoNUS8Tyu7RP,123,33,446.01,4,4,3,11,Champions
R_3Em4Q2OBHB3m5rz,156,64,889.57,4,4,4,12,Champions
R_3ErQCzsLvW3VNS4,770,5,164.62,1,1,2,4,Lapsed
R_3EsC5YHmiHe5s54,215,16,510.2,3,3,3,9,Loyal
R_3EsdYJiok38Qvto,526,5,113.35000000000001,1,1,1,3,Lapsed
R_3EstwwBJnGlJRF9,282,24,578.61,2,3,3,8,Loyal
R_3EuLVznxdNt9ygD,389,28,545.72,2,4,3,9,Loyal
R_3EutPfLBwg7pRd5,243,3,30.28,3,1,1,5,At Risk
R_3EzeiT36qvnPNn2,140,11,295.23,4,2,2,8,Loyal
R_3F2KeQRImk5Mttz,467,1,19.96,1,1,1,3,Lapsed
R_3F2RsXO9QCVRCrn,333,27,858.39,2,3,4,9,Loyal
R_3F3X708cHyF54Xq,203,2,26.39,3,1,1,5,At Risk
R_3F4cWjtxeQOW5r7,333,10,676.6700000000001,2,2,4,8,Loyal
R_3F5y4cdVNzWpTQR,1267,3,28.73,1,1,1,3,Lapsed
R_3FJUVdPnuSVjjOU,222,14,359.61,3,3,3,9,Loyal
R_3FJqi0ATxRwqj8Q,207,12,495.93,3,2,3,8,Loyal
R_3FLPTTSok3w7jnv,228,53,558.66,3,4,3,10,Champions
R_3FLnCDw2M5okTCc,141,11,146.84,4,2,2,8,Loyal
R_3FOKWQ86wW6w6jD,226,7,196.44,3,2,2,7,Loyal
R_3FPeOTnJa3dJ112,240,32,380.0,3,4,3,10,Champions
R_3FRSHAzxtL6ifms,169,53,1338.21,4,4,4,12,Champions
R_3FUNDRuv13pcDZN,231,40,953.48,3,4,4,11,Champions
R_3FWCS2UtcCmpn3R,193,67,1942.09,4,4,4,12,Champions
R_3FWYtGRVAKLzCT4,261,24,623.26,2,3,3,8,Loyal
R_3G19QJlvJKiZq7Y,220,27,650.72,3,3,3,9,Loyal
R_3G1gYo1d23Zq8Np,148,148,2474.04,4,4,4,12,Champions
R_3G1jK0qoLtI09ql,390,6,86.97,2,2,1,5,At Risk
R_3G2FrnXm2CdS0gc,359,16,673.41,2,3,4,9,Loyal
R_3G6Wcp7d0HrvZcR,238,2,19.98,3,1,1,5,At Risk
R_3G7BILj5lidHb8M,161,31,554.1,4,4,3,11,Champions
R_3G7msgwdvuWPgY4,159,24,825.54,4,3,4,11,Champions
R_3G8JXKKyXNCmXUc,337,16,588.55,2,3,3,8,Loyal
R_3G8qdj0XUDaKK0r,204,75,1496.74,3,4,4,11,Champions
R_3G9b1ToPNT28Utq,249,26,330.21,3,3,3,9,Loyal
R_3GBBlhvTFaD1mh7,1869,1,6.38,1,1,1,3,Lapsed
R_3GBRRr7bndtJPU9,119,20,398.75,4,3,3,10,Champions
R_3GBS8tWaQz8xHPl,336,25,1042.94,2,3,4,9,Loyal
R_3GBSX5xvcH0uSyx,172,37,745.68,4,4,4,12,Champions
R_3GCXgWFPLgXAuFC,141,73,1795.84,4,4,4,12,Champions
R_3GD1CL4OyjglmbZ,145,49,1262.83,4,4,4,12,Champions
R_3GdZzylMTi2YNBV,200,87,1485.47,3,4,4,11,Champions
R_3GdnvxSWjKsWkLO,387,3,13.879999999999999,2,1,1,4,Lapsed
R_3GdnyGwbVF0dSiX,285,1,2.24,2,1,1,4,Lapsed
R_3Ge2RzIsoM2g5lL,183,37,754.46,4,4,4,12,Champions
R_3GethxN3YUfT3zL,288,10,380.11,2,2,3,7,Loyal
