customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
R_23ThXRxY2BTPyy5,171,32,641.72,4,4,3,11,Champions
R_23UD8epqFL3A1rB,1150,1,41.49,1,1,1,3,Lapsed
R_23V8820W0FIJSgd,222,8,201.1,3,2,2,7,Loyal
R_23Wbrmncvkhzk2L,227,14,567.97,3,3,3,9,Loyal
R_23ZDXN18izogrMk,218,42,746.31,3,4,4,11,Champions
R_23ZFbkgM7lOo1QE,1024,2,31.97,1,1,1,3,Lapsed
R_23ZwAcyeCLyHKAW,305,46,1216.12,2,4,4,10,Champions
R_23dSKA9sTXoQOMf,931,4,91.66,1,1,1,3,Lapsed
R_23dl1M82ZW221h1,242,8,227.06,3,2,2,7,Loyal
R_23eD9Db68xpXl0d,179,36,697.91,4,4,4,12,Champions
R_23enipHqTsjcQfN,177,44,740.1899999999999,4,4,4,12,Champions
R_23f82WqsqmRxv81,257,5,283.42,2,1,2,5,At Risk
R_23fX29Tyw0uC7Pd,263,14,546.31,2,3,3,8,Loyal
R_23gCEoioC9LnEpm,231,6,103.19999999999999,3,2,1,6,At Risk
R_240KbZJVsY6fEEJ,157,29,641.63,4,4,3,11,Champions
R_242WvoRa1gqxJGV,221,8,364.14,3,2,3,8,Loyal
R_247Ax9cFFZftmdh,236,110,2799.05,3,4,4,11,Champions
R_248HEjiUt8tw60V,283,11,280.15,2,2,2,6,At Risk
R_248iRXgLLXgwGMZ,182,22,1287.14,4,3,4,11,Champions
R_249670wYZ5roq0q,267,9,171.12,2,2,2,6,At Risk
R_24AHhMXKhqmb8zh,765,5,52.75,1,1,1,3,Lapsed
R_24B0L8fp0uSaj6n,232,20,571.85,3,3,3,9,Loyal
R_24B0Lr48ZGfOyBr,1181,2,13.96,1,1,1,3,Lapsed
R_24BGQeYnh5rnOEv,130,9,144.92,4,2,2,8,Loyal
R_24CoylaWTDs52IQ,221,37,910.78,3,4,4,11,Champions
R_24DbIDhFrNpJkdz,386,12,1398.1,2,2,4,8,Loyal
R_24GfMQK7Qh4FF51,249,52,1783.21,3,4,4,11,Champions
R_24HF9twScCsf5uy,227,4,15.61,3,1,1,5,At Risk
R_24HjnyxNZEm32Xb,124,33,856.4,4,4,4,12,Champions
R_24ID7qKg4psU9jp,512,4,113.85,1,1,1,3,Lapsed
R_24INqi2ERG7Q8v3,257,31,413.02,2,4,3,9,Loyal
R_24LQ9mlsyZnQYF0,199,6,272.55,3,2,2,7,Loyal
R_24MD1eLqJhcFMCz,492,10,167.79999999999998,1,2,2,5,At Risk
R_24MKoSmvuiLEI76,124,61,1620.23,4,4,4,12,Champions
R_24N5KoItyOzouAl,246,41,361.96999999999997,3,4,3,10,Champions
R_24NTzsFaCm0NMwA,213,21,335.23,3,3,3,9,Loyal
R_24O5ATFj4FIytz4,1182,1,29.99,1,1,1,3,Lapsed
R_24OsVfTAzmYHix1,491,4,231.68,1,1,2,4,Lapsed
R_24P0vykrD1RJG07,144,12,181.59,4,2,2,8,Loyal
R_24PfvnRLl8MyeaF,1173,2,8.39,1,1,1,3,Lapsed
R_24Pi9vmQksqxQqR,1303,4,68.32000000000001,1,1,1,3,Lapsed
R_24bE9NTxiBf6v2b,118,27,429.48,4,3,3,10,Champions
R_24bGur3im5IAPdZ,249,53,866.64,3,4,4,11,Champions
R_24clqkYBai6m1Xz,418,2,28.97,1,1,1,3,Lapsed
R_24csoaO569P4Yzz,119,271,4491.54,4,4,4,12,Champions
R_24dbGLxukEKohG6,481,21,590.73,1,3,3,7,Loyal
R_24f9hBh5NSWGX7k,279,13,229.82,2,2,2,6,At Risk
R_24hYTLHKtH4gBcM,149,20,487.6,4,3,3,10,Champions
R_24i0mUSZwuZUkFB,302,40,1355.9,2,4,4,10,Champions
R_24iLkLePWOZEFuA,213,3,76.46,3,1,1,5,At Risk
R_24iMFCQKmehwlmL,475,8,259.81,1,2,2,5,At Risk
R_24k3UnBOhSTxgwO,568,2,17.990000000000002,1,1,1,3,Lapsed
R_24nLvo5DCDemQ4Q,139,112,2432.64,4,4,4,12,Champions
R_24orD5rutIXLwOr,884,6,106.37,1,2,1,4,Lapsed
R_24ovSGBcJmAm7rm,234,18,857.4,3,3,4,10,Champions
R_24pEE0Vw9ELB7LN,119,8,114.43,4,2,1,7,Loyal
R_24q37XKZhX00HgC,230,54,986.98,3,4,4,11,Champions
R_24r8zX3cL47kTms,249,9,107.75,3,2,1,6,At Risk
R_24ubsh7FUCIQgTb,596,4,69.28,1,1,1,3,Lapsed
R_24vELmeU10p4Ojt,255,1,79.99,2,1,1,4,Lapsed
R_24vf4xIuT0kGsZ3,139,10,275.16999999999996,4,2,2,8,Loyal
R_24wSwlKgzswC6p1,296,16,337.18,2,3,3,8,Loyal
R_24zUdJ8NlmiSMK8,317,16,763.8,2,3,4,9,Loyal
R_24zVkexcmyl1DOJ,599,4,32.65,1,1,1,3,Lapsed
R_25AXLIZuQdeTjjE,482,5,49.99,1,1,1,3,Lapsed
R_25Abb3LR9hZH8jU,367,6,289.73,2,2,2,6,At Risk
R_25BcsVAyBEUzgpo,205,51,622.21,3,4,3,10,Champions
R_25EHRGMe6DLAUM9,109,67,1176.18,4,4,4,12,Champions
R_25F3ZQBVC8dH4Ze,191,1,25.99,4,1,1,6,At Risk
R_25HMSJi9OsBKgjX,271,80,1212.4,2,4,4,10,Champions
R_25KMnVsE9ynaHcA,171,14,351.34000000000003,4,3,3,10,Champions
R_25LBtpI3BFlKN2g,134,44,1573.17,4,4,4,12,Champions
R_25LbyNi7m1rmyAQ,230,4,50.22,3,1,1,5,At Risk
R_25LpL5BEQ0owYip,244,35,807.63,3,4,4,11,Champions
R_25NqDDo75C1LLvz,128,24,699.62,4,3,4,11,Champions
R_25QFY4BkXVDEnLF,219,50,1163.93,3,4,4,11,Champions
R_25QKrjN09fkby9c,1830,1,5.32,1,1,1,3,Lapsed
R_25R5j9tYJt2A7SO,257,39,917.03,2,4,4,10,Champions
R_25RsmPLCHnSkLaN,254,22,524.33,2,3,3,8,Loyal
R_25SbPPTyE45YzXP,116,69,1306.49,4,4,4,12,Champions
R_25TJ2SCEMagHYxU,768,2,28.979999999999997,1,1,1,3,Lapsed
R_25Wwg273Uw26jA1,126,40,987.07,4,4,4,12,Champions
R_25Xxau8wxesYGsx,1009,4,55.73,1,1,1,3,Lapsed
R_25YDxwSss8g9VCW,274,8,100.91,2,2,1,5,At Risk
R_25YKRhjRfjRiZ8a,155,51,1123.75,4,4,4,12,Champions
R_25YqaojEWt641sK,223,18,449.46,3,3,3,9,Loyal
R_25ZPSeJQqBglbHD,259,16,329.09999999999997,2,3,3,8,Loyal
R_25ZREzNXsjQzRBK,294,12,320.36,2,2,3,7,Loyal
R_25es5nymLXzTAS5,527,14,321.96,1,3,3,7,Loyal
R_25sBe5SVEaoRnPQ,141,16,278.96,4,3,2,9,Loyal
R_25sIdih8VbvepDL,987,8,164.64999999999998,1,2,2,5,At Risk
R_25sb5CKUwyM4JKT,221,7,181.67000000000002,3,2,2,7,Loyal
R_25thHabUddjXGzt,220,58,1196.98,3,4,4,11,Champions
R_25tskjLnC4mX6So,190,28,455.9,4,4,3,11,Champions
R_25ttAuAnnmTCHdB,264,21,630.6,2,3,3,8,Loyal
R_25u6PwLCFpZwuzY,227,39,1097.07,3,4,4,11,Champions
R_25uYOnLDyNaoqsK,481,1,24.53,1,1,1,3,Lapsed
R_25vIhDjw3kwMi6m,190,31,478.96999999999997,4,4,3,11,Champions
R_25yKg0PVMOCRZXm,401,4,67.72999999999999,1,1,1,3,Lapsed
R_25ykPdwNtbJFP1g,372,3,50.75,2,1,1,4,Lapsed
R_25z5LHPaAsxktx7,183,60,856.6800000000001,4,4,4,12,Champions
R_262vJPpUeeFKuHT,220,72,1392.6,3,4,4,11,Champions
R_262xe1Uv99c2Nwd,232,14,298.2,3,3,2,8,Loyal
R_263Hcv6xdwC9FFj,212,17,448.8,3,3,3,9,Loyal
R_263WvO5VwtIk4yF,125,10,268.02,4,2,2,8,Loyal
R_2646TtJwpPm2ifp,496,4,92.55,1,1,1,3,Lapsed
R_264ulF7SprDMGcK,268,13,115.84,2,2,1,5,At Risk
R_265TEOtAdZ1fDzP,1565,1,4.49,1,1,1,3,Lapsed
R_265zDShpZJQSm6H,142,16,399.12,4,3,3,10,Champions
R_269iV9HutDzCzVT,214,8,919.21,3,2,4,9,Loyal
R_26ffYQXUXrQ4nHm,221,5,37.91,3,1,1,5,At Risk
R_26liBXCuUxT0tvv,185,9,234.9,4,2,2,8,Loyal
R_26m3NmUgbs4aZ3b,188,4,396.87,4,1,3,8,Loyal
R_26mBrU6Mdo5Efce,294,8,353.95,2,2,3,7,Loyal
R_26mSL35DzLZIh1H,615,5,78.15,1,1,1,3,Lapsed
R_26nB6rfoaXIEb6Z,156,34,658.26,4,4,3,11,Champions
R_26nV92uvsFuoqys,736,24,822.55,1,3,4,8,Loyal
R_26ndjFF4QlEU81o,282,14,479.21,2,3,3,8,Loyal
R_26niIHQyfTEFqZ6,298,8,198.2,2,2,2,6,At Risk
R_26njjH2ZOq7qmD9,232,26,1016.36,3,3,4,10,Champions
R_26o6WhUr0npdIOj,356,18,276.69,2,3,2,7,Loyal
R_271Ae0dhtM0nvux,782,1,14.9,1,1,1,3,Lapsed
R_271BFns40qBDygZ,239,3,41.3,3,1,1,5,At Risk
R_271MengshrPzDvK,199,20,462.21999999999997,3,3,3,9,Loyal
R_271gbx8Pps8AMbt,254,50,1415.05,2,4,4,10,Champions
R_273Fv9uLHEkq2as,204,26,365.90999999999997,3,3,3,9,Loyal
R_273TMGuLM3jXisi,142,45,733.36,4,4,4,12,Champions
R_277i50HinKYVoY9,113,76,2173.79,4,4,4,12,Champions
R_277jw2dACBYPLk2,429,34,470.04,1,4,3,8,Loyal
R_278SNhphNm6lbrs,234,14,265.07,3,3,2,8,Loyal
R_279BIfQfAdPTlAp,342,4,249.44,2,1,2,5,At Risk
R_279ENCaNyRMf98u,156,38,673.33,4,4,4,12,Champions
R_279iRKETPanvFBW,585,23,843.75,1,3,4,8,Loyal
R_279w6VtL6RMPoAy,1697,6,100.97,1,2,1,4,Lapsed
R_27B5jMHYqArQV6X,180,21,492.52,4,3,3,10,Champions
R_27BxaTTwHxVCbHW,249,4,128.67,3,1,2,6,At Risk
R_27DL80quzRiSEmq,133,72,1240.08,4,4,4,12,Champions
R_27EdXSyXrMPQDOm,486,5,164.54999999999998,1,1,2,4,Lapsed
R_27EkAmfedK6OHpp,312,56,1913.41,2,4,4,10,Champions
R_27HEcLJyeJig2Co,612,3,157.4,1,1,2,4,Lapsed
R_27HULKeImqXF8ij,200,36,1420.81,3,4,4,11,Champions
R_27HieEDP3NM4XfF,683,6,50.61,1,2,1,4,Lapsed
R_27IjOn4j4TKCXmr,221,3,172.95,3,1,2,6,At Risk
R_27IqGchrsKhdinq,301,2,47.98,2,1,1,4,Lapsed
R_27JPfTGI6PyGcI8,211,7,859.25,3,2,4,9,Loyal
R_27JXR7ydGbnvOv3,272,20,554.26,2,3,3,8,Loyal
R_27KiIdiOjALLpvp,265,62,1450.95,2,4,4,10,Champions
R_27NFVTtp6RbmZtb,836,1,40.0,1,1,1,3,Lapsed
R_27NeinuChlzrANs,1278,9,149.01,1,2,2,5,At Risk
R_27Nf8ImFlWu3J9O,435,13,235.2,1,2,2,5,At Risk
R_27OmKbTDz2F6oo6,585,1,7.99,1,1,1,3,Lapsed
R_27PZcbYfPDhwHcL,216,21,571.6899999999999,3,3,3,9,Loyal
R_27THfLXi9UhJw15,289,14,498.90999999999997,2,3,3,8,Loyal
R_27TjWpxUwC1S5eE,234,6,153.07,3,2,2,7,Loyal
R_27WIg9PkQDKOqFH,149,16,258.43,4,3,2,9,Loyal
R_27dJXOwah9Eflzc,121,4,44.44,4,1,1,6,At Risk
R_27eYkZcMXFibSdM,370,1,19.95,2,1,1,4,Lapsed
R_27g6uEEgxm7kwNu,175,16,303.56,4,3,2,9,Loyal
R_27jLM2aZ6l0vu01,699,3,56.3,1,1,1,3,Lapsed
R_27jseDkZ5GlSyTA,282,45,2172.7599999999998,2,4,4,10,Champions
R_27k8w8r5FnOE9TL,355,17,93.71,2,3,1,6,At Risk
R_27kyN4a9wTMY5lb,207,6,124.85,3,2,2,7,Loyal
R_27lBy3G8YEF0qXq,248,23,524.09,3,3,3,9,Loyal
R_27lE2A8TyANjHWE,143,16,465.51,4,3,3,10,Champions
R_27llfKLBUotowNk,228,6,80.97,3,2,1,6,At Risk
R_27loasjQRh2UJom,108,7,290.40999999999997,4,2,2,8,Loyal
R_27paPH4E01ppfkZ,149,13,243.55,4,2,2,8,Loyal
R_27qJlbWdpVVH31y,179,8,650.86,4,2,3,9,Loyal
R_27r3EsCD4HzyawI,332,5,201.26999999999998,2,1,2,5,At Risk
R_27rsip0DcDtBlXs,286,11,361.71,2,2,3,7,Loyal
R_27vCxdsPCb2NKoF,641,12,184.47,1,2,2,5,At Risk
R_27vVnfQ5TPzu3Ro,358,3,303.69999999999993,2,1,2,5,At Risk
R_27vWugCiFiKCdY1,129,12,219.07999999999998,4,2,2,8,Loyal
R_27wIB08amTLLAwh,211,35,731.81,3,4,4,11,Champions
R_27ydwfqncX77Mnd,127,26,310.67,4,3,3,10,Champions
R_28A3bViTfrJjMFz,268,79,1903.82,2,4,4,10,Champions
R_28ANyXf1czOlXey,314,15,243.93,2,3,2,7,Loyal
R_28BST1zc80UaP2C,161,51,1390.38,4,4,4,12,Champions
R_28BbvRDVobNodrT,218,13,312.32,3,2,3,8,Loyal
R_28CGXr071cey1Wr,190,5,101.41,4,1,1,6,At Risk
R_28CjN2kODrNuNJ9,278,12,141.02,2,2,2,6,At Risk
R_28G45wxjMMMq8H1,959,1,5.74,1,1,1,3,Lapsed
R_28GHQe7Xpe9foZe,186,3,63.86,4,1,1,6,At Risk
R_28GxMZkrIGCzmKv,468,12,151.68,1,2,2,5,At Risk
R_28Gy0hS5BC0S69p,220,3,114.97,3,1,1,5,At Risk
R_28IDNbS8mqpfyKD,206,23,423.53000000000003,3,3,3,9,Loyal
R_28MUrxegboyIHhY,245,60,1707.65,3,4,4,11,Champions
R_28NaRbv2bvDrApB,132,2,85.86,4,1,1,6,At Risk
R_28NdvpiMbmD53BH,157,21,564.01,4,3,3,10,Champions
R_28NkTn9kU8ZlUeT,1488,1,13.99,1,1,1,3,Lapsed
R_28SckJ1LanzFPvD,171,20,394.96999999999997,4,3,3,10,Champions
R_28TGzmtgBsR6wng,647,4,98.35,1,1,1,3,Lapsed
R_28UKFIYV8OeEOud,356,15,718.66,2,3,4,9,Loyal
R_28UkCLp8gWDUKVc,209,10,261.13,3,2,2,7,Loyal
R_28Uuo40ERK6f9v4,1609,1,13.39,1,1,1,3,Lapsed
R_28ZAM5fkVb7PhIs,327,1,19.99,2,1,1,4,Lapsed
R_294CXFq1Cuh1Jxw,334,27,542.83,2,3,3,8,Loyal
R_294j7DOOunkaWAs,1521,2,50.33,1,1,1,3,Lapsed
R_296TilpFavYD0lz,259,18,233.54,2,3,2,7,Loyal
R_297dOANqCntVXou,195,36,1318.9,4,4,4,12,Champions
R_29aBXbsr6LBgSs6,151,28,1063.34,4,4,4,12,Champions
R_29b4hgcf5RMk5DB,336,6,80.83,2,2,1,5,At Risk
R_29bHzqH6Blzwhem,112,24,550.5600000000001,4,3,3,10,Champions
R_29bM1YBU1Urooz8,258,10,75.72,2,2,1,5,At Risk
R_29bwiW5mHQ591tv,498,9,143.75,1,2,2,5,At Risk
R_29cyBHR3PpqJiZf,152,20,817.43,4,3,4,11,Champions
R_29gkDjbbzKphGiY,345,9,215.87,2,2,2,6,At Risk
R_29h3CKi0SFMJ3f9,1094,3,76.92999999999999,1,1,1,3,Lapsed
R_29iGyG3WSmKo5Te,664,22,473.04,1,3,3,7,Loyal
R_29iXgeacv5R6Qm1,254,24,311.55,2,3,3,8,Loyal
R_29j42T3WUvUh78M,182,23,804.8000000000001,4,3,4,11,Champions
R_29jjkyPmjEPPlXA,141,4,293.98,4,1,2,7,Loyal
R_29lVeJYqWavvBrf,628,9,303.78000000000003,1,2,2,5,At Risk
R_29mKAJoipAmfUj5,550,11,574.74,1,2,3,6,At Risk
R_29ntYmnUVN4BYq5,290,3,45.39,2,1,1,4,Lapsed
R_29oUfTgQ6sWbFG2,115,65,1145.42,4,4,4,12,Champions
R_29sSdZhPXE2rY6T,559,10,233.88,1,2,2,5,At Risk
R_29tYnNf049lSPEe,112,12,357.75,4,2,3,9,Loyal
R_29tZUWisKTCWczv,135,70,2058.11,4,4,4,12,Champions
R_29uBVByYo0xAXiZ,131,32,839.5400000000001,4,4,4,12,Champions
R_29uGaYsDuHuS5fc,189,23,173.12,4,3,2,9,Loyal
R_2A08FacDLVG7J7s,215,7,155.48,3,2,2,7,Loyal
R_2A0c83aff4ORZ8M,267,10,168.99,2,2,2,6,At Risk
R_2A1ndNJQgbHz1mr,189,46,1372.17,4,4,4,12,Champions
R_2AFQYaxoE9vBsiq,2010,1,7.4,1,1,1,3,Lapsed
R_2AFgFpz54dta2Rq,218,13,494.76,3,2,3,8,Loyal
R_2AGpSTOzeeHqMYd,160,32,718.58,4,4,4,12,Champions
R_2AHiSANbVno9jis,223,14,227.86,3,3,2,8,Loyal
R_2AHzIRVacBX5dji,1656,1,25.99,1,1,1,3,Lapsed
R_2AKmlpuYamEE1sg,196,29,1534.87,4,4,4,12,Champions
R_2ALKJ7sFYmnh0DW,1998,1,8.57,1,1,1,3,Lapsed
R_2ANH0YK71nWYvgi,374,7,123.81,2,2,2,6,At Risk
R_2AQiu69aAVY6utf,198,19,392.01,3,3,3,9,Loyal
R_2ARuK9Yt1gaelL1,260,12,258.43,2,2,2,6,At Risk
R_2ASBFgthVbaGlF3,238,61,850.27,3,4,4,11,Champions
R_2ASiZ75YMNKqVVp,984,1,2.85,1,1,1,3,Lapsed
R_2ASz0xBmcxqYzUJ,340,45,785.34,2,4,4,10,Champions
R_2AWPIO2mAHQfarO,234,48,1273.72,3,4,4,11,Champions
R_2AWkL1j4mAcAll8,240,23,579.28,3,3,3,9,Loyal
R_2AXcJk6rRN4M33l,163,28,463.29,4,4,3,11,Champions
R_2AXrxS8YlU9cken,347,11,157.26999999999998,2,2,2,6,At Risk
R_2AZjhhXYzCdBCDm,202,2,62.92,3,1,1,5,At Risk
R_2AZp2CmhF7MrutF,357,20,749.9,2,3,4,9,Loyal
R_2B2MGUXpwb5RnOZ,575,1,9.99,1,1,1,3,Lapsed
R_2B2MxyY9jNHjyuL,128,12,340.15999999999997,4,2,3,9,Loyal
R_2B2sctnVne767kg,183,27,696.7,4,3,4,11,Champions
R_2B2vjRzPyTBEvyh,425,3,62.980000000000004,1,1,1,3,Lapsed
R_2B38co9cwVRvVZA,206,22,376.87,3,3,3,9,Loyal
R_2B3bueiWdZ91lDI,658,11,156.25,1,2,2,5,At Risk
R_2B4K5vrltR4MtxH,292,9,272.03,2,2,2,6,At Risk
R_2B4mWUorTZ2cm8o,138,71,1559.1399999999999,4,4,4,12,Champions
R_2B57BR9z6oNT8FQ,234,6,62.24,3,2,1,6,At Risk
R_2B9CZjuvZfC5Gpz,759,2,60.96,1,1,1,3,Lapsed
R_2BA0Y3Cy0zVnisH,235,2,39.8,3,1,1,5,At Risk
R_2BA2MUQ7az7mp0J,236,31,1050.55,3,4,4,11,Champions
R_2BaEdBiHdzJwaqI,366,13,237.18,2,2,2,6,At Risk
R_2BbRHkapw0FWoFx,419,3,41.8,1,1,1,3,Lapsed
R_2BbXrd596mMP6Fy,554,13,426.88,1,2,3,6,At Risk
R_2BbrM9dlmfJjriA,272,9,184.39,2,2,2,6,At Risk
R_2BerWIZecBBDdTk,541,5,251.49,1,1,2,4,Lapsed
R_2BesSIAnd7POW2C,315,14,657.75,2,3,3,8,Loyal
R_2Bf9LCfyZyvdTjk,264,29,720.97,2,4,4,10,Champions
R_2BfmqVKFYNmifjt,115,32,678.28,4,4,4,12,Champions
R_2Bg2FwMbTIyoh0G,266,49,1974.94,2,4,4,10,Champions
R_2BgqL4UmaxJfKMj,135,31,490.45,4,4,3,11,Champions
R_2BkZfa84LLXauaE,390,3,27.45,2,1,1,4,Lapsed
R_2BlHZxuSDn1CqwC,324,3,64.52,2,1,1,4,Lapsed
R_2Bljhn8FOxqwglz,148,30,531.1700000000001,4,4,3,11,Champions
R_2Bm1kPnJO8CxELI,849,1,50.0,1,1,1,3,Lapsed
R_2BmozPxkGPgL7AT,459,4,117.67999999999999,1,1,1,3,Lapsed
R_2BnFUPIU2DExYF3,235,21,708.39,3,3,4,10,Champions
R_2BriYyFstlrx4JH,249,19,226.37,3,3,2,8,Loyal
R_2BsOEd1kkGunQti,188,11,387.3,4,2,3,9,Loyal
R_2BsQo2hVc1VWdPq,924,4,72.72,1,1,1,3,Lapsed
R_2BstrkPd4gMc6Ih,257,24,393.46,2,3,3,8,Loyal
R_2BtA3kIOBjhD26o,130,24,1388.29,4,3,4,11,Champions
R_2Btfrg37csFmKTw,317,22,265.03,2,3,2,7,Loyal
R_2BxKzKp6GeWepzD,339,16,522.13,2,3,3,8,Loyal
R_2BxhxogZnX0zogL,217,33,439.22,3,4,3,10,Champions
R_2ByB8s94wVocXKj,345,4,78.88,2,1,1,4,Lapsed
R_2Byb17bNJrQUQTo,120,12,155.76,4,2,2,8,Loyal
R_2ByxuAREdcxnaAy,428,6,70.92,1,2,1,4,Lapsed
R_2Bzo4VQAjZDIzXx,626,10,1046.15,1,2,4,7,Loyal
R_2CB235JQzMtpihu,180,27,217.71,4,3,2,9,Loyal
R_2CB6arsMS9zZGIq,173,2,134.2,4,1,2,7,Loyal
R_2CCIe1MGUGLmt3X,899,2,31.979999999999997,1,1,1,3,Lapsed
R_2CIKXJBmVNzKe2I,252,5,86.98,3,1,1,5,At Risk
R_2CJ9tQVGVUnaesS,123,29,920.63,4,4,4,12,Champions
R_2CKdeuvfVrO8I49,121,50,1284.42,4,4,4,12,Champions
R_2CNCdSz3Pm4L8Yi,221,13,194.92,3,2,2,7,Loyal
R_2CNWHdyyZ83IHvz,666,1,1.39,1,1,1,3,Lapsed
R_2COe0fHazciDtdD,1766,1,330.99,1,1,3,5,At Risk
R_2CPzjeQqe1GCW73,224,18,388.5,3,3,3,9,Loyal
R_2CTZpyWT7zqd3ba,134,27,470.12,4,3,3,10,Champions
R_2CUG0NuB8UE98kw,153,17,339.7,4,3,3,10,Champions
R_2CVcd0LWcIXgOOf,344,28,567.35,2,4,3,9,Loyal
R_2CVxHRKIkQ8pd1C,144,10,202.52,4,2,2,8,Loyal
R_2CeM1EkDEHL5UHX,337,3,762.0600000000001,2,1,4,7,Loyal
R_2Cjrj7tElQLDt65,205,43,1181.6,3,4,4,11,Champions
R_2Ck8lsGxJTKsGgy,1480,1,14.99,1,1,1,3,Lapsed
R_2CkWe0IZCr5jMki,311,10,242.66,2,2,2,6,At Risk
R_2CkaALNgqjkhfZM,539,2,76.98,1,1,1,3,Lapsed
R_2ClZTreQFwcrcpb,187,40,801.88,4,4,4,12,Champions
R_2ClhUlJ48Q5Z2fx,318,3,48.83,2,1,1,4,Lapsed
R_2Cp5sjenoyePcm6,506,3,94.87,1,1,1,3,Lapsed
R_2CpiFcJopu6f4hG,141,5,68.42999999999999,4,1,1,6,At Risk
R_2Cpizjag5FXuVyX,266,11,196.23000000000002,2,2,2,6,At Risk
R_2CpozrevorP48sb,324,25,614.91,2,3,3,8,Loyal
R_2CptgySFCdD1K5P,369,4,30.979999999999997,2,1,1,4,Lapsed
R_2Cq5Z4QKdtxJfTn,302,8,333.88,2,2,3,7,Loyal
R_2CqTKH1f8HiEcxG,361,5,89.56,2,1,1,4,Lapsed
R_2D07GlHSiz5PCkt,134,4,128.97,4,1,2,7,Loyal
R_2D0jGDh4HnsnQc7,525,4,228.5,1,1,2,4,Lapsed
R_2D0l8Hq0cs2tG0W,206,31,602.1899999999999,3,4,3,10,Champions
R_2D1SG6DgS10SnwW,205,10,251.23999999999998,3,2,2,7,Loyal
R_2D1zydYR5SZ0LpK,113,72,2127.52,4,4,4,12,Champions
R_2D2DtCVqTuqp1Bj,1143,3,24.85,1,1,1,3,Lapsed
R_2D2HATrOKH8Rrns,242,6,143.4,3,2,2,7,Loyal
R_2D2K5rKv8NODIDZ,157,27,1046.09,4,3,4,11,Champions
R_2D6Q9rGf1bLlHJ1,756,1,7.99,1,1,1,3,Lapsed
R_2D6v6VH3RC5ZGC4,201,36,1237.02,3,4,4,11,Champions
R_2D7Gsn84N2m2dJQ,256,31,1330.15,2,4,4,10,Champions
R_2D8LYcpt7M7DgbA,198,16,179.68,3,3,2,8,Loyal
R_2DMQ4Npnlu3WWyq,213,30,616.83,3,4,3,10,Champions
R_2DMmbUvmU2O3lTZ,551,12,205.78,1,2,2,5,At Risk
R_2DMpKQjt53QcOBk,251,29,378.78999999999996,3,4,3,10,Champions
R_2DNtqbBKGHzSDN9,113,48,993.53,4,4,4,12,Champions
R_2DOWnSX3XtTVapF,145,14,688.72,4,3,4,11,Champions
R_2DSIdH6iUv9yJ8V,124,98,2429.0099999999998,4,4,4,12,Champions
R_2DSmjafbkSAict9,120,73,2283.69,4,4,4,12,Champions
R_2DSy6NpOABvLOqK,354,5,70.78,2,1,1,4,Lapsed
R_2DTC3SPg5IQBacX,199,14,922.14,3,3,4,10,Champions
R_2DTeu3D5LJmnc1P,733,3,44.37,1,1,1,3,Lapsed
R_2DUObZm4n9gj106,168,10,199.83,4,2,2,8,Loyal
R_2DV0bsqugjyav1y,221,29,1007.22,3,4,4,11,Champions
R_2DXPyU9bPnWuZPM,268,18,245.51999999999998,2,3,2,7,Loyal
R_2DYMaORoIHXuYlw,132,34,836.49,4,4,4,12,Champions
R_2DYNUe9cQV68GxO,156,34,1303.98,4,4,4,12,Champions
R_2DYwyekq8TyEswA,502,3,84.97,1,1,1,3,Lapsed
R_2DZYURuEmbx0uQs,359,5,98.91999999999999,2,1,1,4,Lapsed
R_2E0Fry0vUQFqY2f,219,57,1338.1299999999999,3,4,4,11,Champions
R_2E0Q3pbtzJQqLg7,252,48,692.36,3,4,4,11,Champions
R_2E5Ly4rFRocdRTu,245,9,595.05,3,2,3,8,Loyal
R_2E5XCpTY2B5ZQ1f,128,41,823.51,4,4,4,12,Champions
R_2E6JLryon34m1Nn,206,3,57.989999999999995,3,1,1,5,At Risk
R_2E6m9YqpJPCG21q,1505,1,25.0,1,1,1,3,Lapsed
R_2E9JSBmmNNT5YMi,137,93,2418.5099999999998,4,4,4,12,Champions
R_2EAVmWg0gRATOgM,244,14,228.76,3,3,2,8,Loyal
R_2EAiqNzmPqLIqi0,393,14,354.57,2,3,3,8,Loyal
R_2EBkC3HUQpHkFG4,317,72,1762.19,2,4,4,10,Champions
R_2EBrYkcmnTSuO46,1069,1,90.99,1,1,1,3,Lapsed
R_2EGdmk75AThrKlh,513,1,2.46,1,1,1,3,Lapsed
R_2EGmp1SfybQ9rzo,498,5,59.75,1,1,1,3,Lapsed
R_2EaSTjkQlVDnBig,283,37,690.01,2,4,4,10,Champions
R_2EbAN7GWrFzgtkb,217,23,817.13,3,3,4,10,Champions
R_2EcMw7OZYbjr73v,230,4,158.43,3,1,2,6,At Risk
R_2EcrBnvSSbcqsl8,236,15,213.82999999999998,3,3,2,8,Loyal
R_2EglJpTWGEiwQYa,129,215,5554.38,4,4,4,12,Champions
R_2EgloEvdjU98Rhc,145,30,549.41,4,4,3,11,Champions
R_2EhkQGvcl4F3ugv,267,12,302.21000000000004,2,2,2,6,At Risk
R_2Ehm9Yqn76kYwsA,162,19,369.39,4,3,3,10,Champions
R_2EhnkgIeZYCK0jH,601,9,286.8,1,2,2,5,At Risk
R_2EmedYCvGOapQws,282,33,777.05,2,4,4,10,Champions
